2026/08/22 07:34:26.306, 0, 81 %, 23267 MiB
2026/08/22 07:34:26.307, 1, 99 %, 20577 MiB
2026/08/22 07:34:31.308, 0, 74 %, 23587 MiB
2026/08/22 07:34:31.308, 1, 100 %, 20417 MiB
2026/08/22 07:34:36.309, 0, 59 %, 23267 MiB
2026/08/22 07:34:36.309, 1, 100 %, 20449 MiB
2026/08/22 07:34:41.310, 0, 98 %, 23491 MiB
2026/08/22 07:34:41.311, 1, 88 %, 20353 MiB
2026/08/22 07:34:46.311, 0, 41 %, 23683 MiB
2026/08/22 07:34:46.312, 1, 100 %, 20577 MiB
2026/08/22 07:34:51.312, 0, 95 %, 23683 MiB
2026/08/22 07:34:51.312, 1, 100 %, 20385 MiB
2026/08/22 07:34:56.313, 0, 94 %, 23331 MiB
2026/08/22 07:34:56.314, 1, 100 %, 20353 MiB
2026/08/22 07:35:01.315, 0, 99 %, 23523 MiB
2026/08/22 07:35:01.315, 1, 100 %, 20385 MiB
2026/08/22 07:35:06.316, 0, 99 %, 23203 MiB
2026/08/22 07:35:06.316, 1, 100 %, 20257 MiB
2026/08/22 07:35:11.316, 0, 96 %, 23235 MiB
2026/08/22 07:35:11.317, 1, 100 %, 20417 MiB
2026/08/22 07:35:16.318, 0, 73 %, 23203 MiB
2026/08/22 07:35:16.319, 1, 100 %, 20545 MiB
2026/08/22 07:35:21.320, 0, 100 %, 23395 MiB
2026/08/22 07:35:21.320, 1, 100 %, 20385 MiB
2026/08/22 07:35:26.321, 0, 53 %, 23811 MiB
2026/08/22 07:35:26.321, 1, 100 %, 20257 MiB
2026/08/22 07:35:31.322, 0, 55 %, 23747 MiB
2026/08/22 07:35:31.323, 1, 95 %, 20801 MiB
2026/08/22 07:35:36.324, 0, 100 %, 23459 MiB
2026/08/22 07:35:36.324, 1, 100 %, 20257 MiB
2026/08/22 07:35:41.324, 0, 97 %, 23587 MiB
2026/08/22 07:35:41.325, 1, 100 %, 20257 MiB
2026/08/22 07:35:46.325, 0, 100 %, 23267 MiB
2026/08/22 07:35:46.325, 1, 100 %, 20353 MiB
2026/08/22 07:35:51.326, 0, 97 %, 23299 MiB
2026/08/22 07:35:51.327, 1, 100 %, 20193 MiB
2026/08/22 07:35:56.328, 0, 79 %, 23587 MiB
2026/08/22 07:35:56.328, 1, 100 %, 20193 MiB
2026/08/22 07:36:01.329, 0, 25 %, 23427 MiB
2026/08/22 07:36:01.329, 1, 100 %, 20161 MiB
2026/08/22 07:36:06.330, 0, 52 %, 23427 MiB
2026/08/22 07:36:06.330, 1, 100 %, 20257 MiB
2026/08/22 07:36:11.330, 0, 87 %, 23267 MiB
2026/08/22 07:36:11.331, 1, 100 %, 20417 MiB
2026/08/22 07:36:16.331, 0, 72 %, 23267 MiB
2026/08/22 07:36:16.332, 1, 100 %, 20225 MiB
2026/08/22 07:36:21.332, 0, 48 %, 23427 MiB
2026/08/22 07:36:21.333, 1, 100 %, 20353 MiB
2026/08/22 07:36:26.333, 0, 70 %, 23299 MiB
2026/08/22 07:36:26.333, 1, 100 %, 20225 MiB
2026/08/22 07:36:31.334, 0, 99 %, 23235 MiB
2026/08/22 07:36:31.335, 1, 100 %, 20513 MiB
2026/08/22 07:36:36.336, 0, 74 %, 23299 MiB
2026/08/22 07:36:36.336, 1, 100 %, 20129 MiB
2026/08/22 07:36:41.336, 0, 72 %, 23331 MiB
2026/08/22 07:36:41.337, 1, 20 %, 20161 MiB
2026/08/22 07:36:46.337, 0, 12 %, 23395 MiB
2026/08/22 07:36:46.337, 1, 58 %, 20417 MiB
2026/08/22 07:36:51.338, 0, 16 %, 497 MiB
2026/08/22 07:36:51.338, 1, 30 %, 17169 MiB
